arizona,utah,"585"
arizona,vermont,"3,483"
arizona,virginia,"2,943"
arizona,washington,"1,751"
arizona,west-virginia,"2,784"
arizona,wisconsin,"2,206"
arizona,wyoming,"1,055"
arkansas,alabama,"557"
arkansas,alaska,"4,994"
arkansas,arizona,"1,768"
arkansas,arkansas,"0"
arkansas,california,"2,485"
arkansas,colorado,"1,325"
arkansas,connecticut,"1,780"
arkansas,delaware,"1,505"
arkansas,florida,"1,287"
arkansas,georgia,"10,290"
arkansas,hawaii,"6,413"
arkansas,idaho,"2,189"
arkansas,illinois,"640"
arkansas,indiana,"754"
arkansas,iowa,"749"
arkansas,kansas,"727"
arkansas,kentucky,"738"
arkansas,louisiana,"468"
arkansas,maine,"2,197"
arkansas,maryland,"1,414"
arkansas,massachusetts,"1,942"
arkansas,michigan,"1,143"
arkansas,minnesota,"1,302"
arkansas,mississippi,"388"
arkansas,missouri,"307"
arkansas,montana-us,"2,018"
arkansas,nebraska,"992"
arkansas,nevada,"2,218"
arkansas,new-hampshire,"1,955"
arkansas,new-jersey,"1,627"
arkansas,new-mexico,"1,285"
arkansas,new-york,"1,678"
arkansas,north-carolina,"1,164"
arkansas,north-dakota,"1,569"
arkansas,ohio,"975"
arkansas,oklahoma,"480"
arkansas,oregon,"2,632"
arkansas,pennsylvania,"1,442"
arkansas,rhode-island,"1,908"
arkansas,south-carolina,"991"
arkansas,south-dakota,"1,194"
arkansas,tennessee,"479"
arkansas,texas,"830"
arkansas,utah,"1,765"
arkansas,vermont,"1,940"
arkansas,virginia,"1,208"
arkansas,washington,"2,895"
arkansas,west-virginia,"1,081"
arkansas,wisconsin,"988"
arkansas,wyoming,"1,593"
california,alabama,"3,010"
california,alaska,"3,650"
california,arizona,"814"
california,arkansas,"2,485"
california,california,"0"
california,colorado,"1,233"
california,connecticut,"3,990"
california,delaware,"3,833"
california,florida,"3,687"
california,georgia,"11,073"
california,hawaii,"3,976"
california,idaho,"901"
california,illinois,"2,633"
california,indiana,"2,911"
california,iowa,"2,329"
california,kansas,"1,854"
california,kentucky,"3,100"
california,louisiana,"2,610"
california,maine,"4,237"
california,maryland,"3,735"
california,massachusetts,"4,118"
california,michigan,"2,961"
california,minnesota,"2,321"
california,mississippi,"2,786"
california,missouri,"2,438"
california,montana-us,"1,349"
california,nebraska,"1,762"
california,nevada,"347"
california,new-hampshire,"4,091"
california,new-jersey,"3,906"
california,new-mexico,"1,251"
california,new-york,"3,928"
california,north-carolina,"3,605"
california,north-dakota,"1,927"
california,ohio,"3,183"
california,oklahoma,"2,021"
california,oregon,"786"
california,pennsylvania,"3,655"
california,rhode-island,"4,123"
california,south-carolina,"3,471"
california,south-dakota,"1,834"
california,tennessee,"2,944"
california,texas,"1,869"
california,utah,"783"
california,vermont,"3,997"
california,virginia,"3,595"
california,washington,"1,175"
california,west-virginia,"3,417"
california,wisconsin,"2,701"
california,wyoming,"1,248"
colorado,alabama,"1,878"
colorado,alaska,"3,936"
colorado,arizona,"773"
colorado,arkansas,"1,325"
colorado,california,"1,233"
colorado,colorado,"0"
colorado,connecticut,"2,761"
colorado,delaware,"2,601"
colorado,florida,"2,597"
colorado,georgia,"10,420"
colorado,hawaii,"5,208"
colorado,idaho,"897"
colorado,illinois,"1,400"
colorado,indiana,"1,678"
colorado,iowa,"1,101"
colorado,kansas,"632"
colorado,kentucky,"1,877"
colorado,louisiana,"1,573"
colorado,maine,"3,031"
colorado,maryland,"2,503"
colorado,massachusetts,"2,893"
colorado,michigan,"1,750"
colorado,minnesota,"1,203"
colorado,mississippi,"1,676"
colorado,missouri,"1,224"
colorado,montana-us,"895"
colorado,nebraska,"543"
colorado,nevada,"922"
colorado,new-hampshire,"2,870"
colorado,new-jersey,"2,674"
colorado,new-mexico,"558"
colorado,new-york,"2,697"
colorado,north-carolina,"2,390"
colorado,north-dakota,"969"
colorado,ohio,"1,951"
colorado,oklahoma,"920"
colorado,oregon,"1,315"
colorado,pennsylvania,"2,424"
colorado,rhode-island,"2,895"
colorado,south-carolina,"2,281"
colorado,south-dakota,"693"
colorado,tennessee,"1,751"
colorado,texas,"995"
colorado,utah,"458"
colorado,vermont,"2,784"
colorado,virginia,"2,369"
colorado,washington,"1,614"
colorado,west-virginia,"2,187"
colorado,wisconsin,"1,488"
colorado,wyoming,"411"
connecticut,alabama,"1,601"
connecticut,alaska,"5,307"
connecticut,arizona,"3,420"
connecticut,arkansas,"1,780"
connecticut,california,"3,990"
connecticut,colorado,"2,761"
connecticut,connecticut,"0"
connecticut,delaware,"364"
connecticut,florida,"1,726"
connecticut,georgia,"8,742"
connecticut,hawaii,"7,959"
connecticut,idaho,"3,380"
connecticut,illinois,"1,372"
connecticut,indiana,"1,108"
connecticut,iowa,"1,661"
connecticut,kansas,"2,170"
connecticut,kentucky,"1,045"
connecticut,louisiana,"2,057"
connecticut,maine,"501"
connecticut,maryland,"414"
connecticut,massachusetts,"167"
connecticut,michigan,"1,063"
connecticut,minnesota,"1,812"
connecticut,mississippi,"1,773"
connecticut,missouri,"1,652"
connecticut,montana-us,"3,005"
connecticut,nebraska,"2,228"
connecticut,nevada,"3,664"
connecticut,new-hampshire,"216"
connecticut,new-jersey,"204"
connecticut,new-mexico,"2,963"
connecticut,new-york,"125"
connecticut,north-carolina,"829"
connecticut,north-dakota,"2,299"
connecticut,ohio,"836"
connecticut,oklahoma,"2,215"
connecticut,oregon,"3,843"
connecticut,pennsylvania,"346"
connecticut,rhode-island,"134"
connecticut,south-carolina,"1,117"
connecticut,south-dakota,"2,200"
connecticut,tennessee,"1,354"
connecticut,texas,"2,607"
connecticut,utah,"3,207"
connecticut,vermont,"331"
connecticut,virginia,"666"
connecticut,washington,"3,951"
connecticut,west-virginia,"711"
connecticut,wisconsin,"1,307"
connecticut,wyoming,"2,804"
delaware,alabama,"1,262"
delaware,alaska,"5,436"
delaware,arizona,"3,212"
delaware,arkansas,"1,505"
delaware,california,"3,833"
delaware,colorado,"2,601"
delaware,connecticut,"364"
delaware,delaware,"0"
delaware,florida,"1,365"
delaware,georgia,"9,103"
delaware,hawaii,"7,808"
delaware,idaho,"3,293"
delaware,illinois,"1,202"
delaware,indiana,"923"
delaware,iowa,"1,525"
delaware,kansas,"1,984"
delaware,kentucky,"773"
delaware,louisiana,"1,736"
delaware,maine,"865"
delaware,maryland,"98"
delaware,massachusetts,"523"
delaware,michigan,"1,031"
delaware,minnesota,"1,785"
delaware,mississippi,"1,449"
delaware,missouri,"1,425"
delaware,montana-us,"2,952"
delaware,nebraska,"2,088"
delaware,nevada,"3,519"
delaware,new-hampshire,"580"
delaware,new-jersey,"160"
delaware,new-mexico,"2,741"
delaware,new-york,"239"
delaware,north-carolina,"467"
delaware,north-dakota,"2,267"
delaware,ohio,"655"
delaware,oklahoma,"1,964"
delaware,oregon,"3,760"
delaware,pennsylvania,"292"
delaware,rhode-island,"454"
delaware,south-carolina,"757"
delaware,south-dakota,"2,104"
delaware,tennessee,"1,050"
delaware,texas,"2,335"
delaware,utah,"3,056"
delaware,vermont,"673"
delaware,virginia,"320"
delaware,washington,"3,906"
delaware,west-virginia,"430"
delaware,wisconsin,"1,233"
delaware,wyoming,"2,696"
florida,alabama,"732"
florida,alaska,"6,210"
florida,arizona,"2,905"
florida,arkansas,"1,287"
florida,california,"3,687"
florida,colorado,"2,597"
florida,connecticut,"1,726"
florida,delaware,"1,365"
florida,florida,"0"
florida,georgia,"10,423"
florida,hawaii,"7,490"
florida,idaho,"3,474"
florida,illinois,"1,610"
florida,indiana,"1,461"
florida,iowa,"1,896"
florida,kansas,"2,014"
florida,kentucky,"1,157"
florida,louisiana,"1,079"
florida,maine,"2,226"
florida,maryland,"1,341"
florida,massachusetts,"1,876"
florida,michigan,"1,883"
florida,minnesota,"2,410"
florida,mississippi,"921"
florida,missouri,"1,494"
florida,montana-us,"3,297"
florida,nebraska,"2,271"
florida,nevada,"3,454"
florida,new-hampshire,"1,942"
florida,new-jersey,"1,523"
florida,new-mexico,"2,438"
florida,new-york,"1,603"
florida,north-carolina,"928"
florida,north-dakota,"2,782"
florida,ohio,"1,420"
florida,oklahoma,"1,688"
florida,oregon,"3,911"
florida,pennsylvania,"1,553"
florida,rhode-island,"1,794"
florida,south-carolina,"685"
florida,south-dakota,"2,445"
florida,tennessee,"994"
florida,texas,"1,838"
florida,utah,"3,019"
florida,vermont,"2,037"
florida,virginia,"1,116"
florida,washington,"4,182"
florida,west-virginia,"1,217"
florida,wisconsin,"1,904"
florida,wyoming,"2,880"
georgia,alabama,"10,310"
georgia,alaska,"8,141"
georgia,arizona,"11,158"
georgia,arkansas,"10,290"
georgia,california,"11,073"
georgia,colorado,"10,420"
georgia,connecticut,"8,742"
georgia,delaware,"9,103"
georgia,florida,"10,423"
georgia,georgia,"0"
georgia,hawaii,"12,848"
georgia,idaho,"10,191"
georgia,illinois,"9,665"
georgia,indiana,"9,545"
georgia,iowa,"9,711"
georgia,kansas,"10,210"
georgia,kentucky,"9,671"
georgia,louisiana,"10,695"
georgia,maine,"8,245"
georgia,maryland,"9,155"
georgia,massachusetts,"8,580"
georgia,michigan,"9,152"
georgia,minnesota,"9,309"
georgia,mississippi,"10,437"
georgia,missouri,"10,028"
georgia,montana-us,"9,790"
georgia,nebraska,"10,019"
georgia,nevada,"10,792"
georgia,new-hampshire,"8,528"
georgia,new-jersey,"8,944"
georgia,new-mexico,"10,939"
georgia,new-york,"8,867"
georgia,north-carolina,"9,570"
georgia,north-dakota,"9,451"
georgia,ohio,"9,370"
georgia,oklahoma,"10,547"
georgia,oregon,"10,332"
georgia,pennsylvania,"9,002"
georgia,rhode-island,"8,652"
georgia,south-carolina,"9,859"
georgia,south-dakota,"9,772"
georgia,tennessee,"10,000"
georgia,texas,"10,966"
georgia,utah,"10,604"
georgia,vermont,"8,473"
georgia,virginia,"9,405"
georgia,washington,"10,014"
georgia,west-virginia,"9,403"
georgia,wisconsin,"9,345"
georgia,wyoming,"10,103"
hawaii,alabama,"6,895"
hawaii,alaska,"4,942"
hawaii,arizona,"4,645"
hawaii,arkansas,"6,413"
hawaii,california,"3,976"
hawaii,colorado,"5,208"
hawaii,connecticut,"7,959"
hawaii,delaware,"7,808"
hawaii,florida,"7,490"
hawaii,georgia,"12,848"
hawaii,hawaii,"0"
hawaii,idaho,"4,627"
hawaii,illinois,"6,609"
hawaii,indiana,"6,887"
hawaii,iowa,"6,300"
hawaii,kansas,"5,826"
hawaii,kentucky,"7,068"
hawaii,louisiana,"6,433"
hawaii,maine,"8,170"
hawaii,maryland,"7,711"
hawaii,massachusetts,"8,081"
hawaii,michigan,"6,913"
hawaii,minnesota,"6,217"
hawaii,mississippi,"6,661"
hawaii,missouri,"6,403"
hawaii,montana-us,"5,060"
hawaii,nebraska,"5,732"
hawaii,nevada,"4,296"
hawaii,new-hampshire,"8,049"
hawaii,new-jersey,"7,881"
hawaii,new-mexico,"5,129"
hawaii,new-york,"7,901"
hawaii,north-carolina,"7,562"
hawaii,north-dakota,"5,760"
hawaii,ohio,"7,159"
hawaii,oklahoma,"5,934"
hawaii,oregon,"4,192"
hawaii,pennsylvania,"7,628"
hawaii,rhode-island,"8,091"
hawaii,south-carolina,"7,402"
hawaii,south-dakota,"5,770"
hawaii,tennessee,"6,886"
hawaii,texas,"5,674"
hawaii,utah,"4,755"
hawaii,vermont,"7,941"
hawaii,virginia,"7,565"
hawaii,washington,"4,220"
hawaii,west-virginia,"7,390"
hawaii,wisconsin,"6,658"
hawaii,wyoming,"5,166"
idaho,alabama,"2,747"
idaho,alaska,"3,118"
idaho,arizona,"1,156"
idaho,arkansas,"2,189"
idaho,california,"901"
idaho,colorado,"897"
idaho,connecticut,"3,380"
idaho,delaware,"3,293"
idaho,florida,"3,474"
idaho,georgia,"10,191"
idaho,hawaii,"4,627"
idaho,idaho,"0"
idaho,illinois,"2,114"
idaho,indiana,"2,389"
idaho,iowa,"1,777"
idaho,kansas,"1,465"
idaho,kentucky,"2,640"
idaho,louisiana,"2,469"
idaho,maine,"3,547"
idaho,maryland,"3,198"
idaho,massachusetts,"3,486"
idaho,michigan,"2,317"
idaho,minnesota,"1,593"
idaho,mississippi,"2,557"
idaho,missouri,"2,035"
idaho,montana-us,"463"
idaho,nebraska,"1,246"
idaho,nevada,"601"
idaho,new-hampshire,"3,445"
idaho,new-jersey,"3,334"
idaho,new-mexico,"1,306"
idaho,new-york,"3,341"
idaho,north-carolina,"3,163"
idaho,north-dakota,"1,134"
idaho,ohio,"2,642"
idaho,oklahoma,"1,814"
idaho,oregon,"467"
idaho,pennsylvania,"3,069"
idaho,rhode-island,"3,508"
idaho,south-carolina,"3,098"
idaho,south-dakota,"1,188"
idaho,tennessee,"2,576"
idaho,texas,"1,866"
idaho,utah,"608"
idaho,vermont,"3,326"
idaho,virginia,"3,109"
idaho,washington,"717"
idaho,west-virginia,"2,912"
idaho,wisconsin,"2,076"
idaho,wyoming,"612"
illinois,alabama,"949"
illinois,alaska,"4,606"
illinois,arizona,"2,050"
illinois,arkansas,"640"
illinois,california,"2,633"
illinois,colorado,"1,400"
illinois,connecticut,"1,372"
illinois,delaware,"1,202"
illinois,florida,"1,610"
illinois,georgia,"9,665"
illinois,hawaii,"6,609"
illinois,idaho,"2,114"
illinois,illinois,"0"
illinois,indiana,"280"
illinois,iowa,"339"
illinois,kansas,"798"
illinois,kentucky,"540"
illinois,louisiana,"1,095"
illinois,maine,"1,702"
illinois,maryland,"1,105"
illinois,massachusetts,"1,514"
illinois,michigan,"514"
illinois,minnesota,"800"
illinois,mississippi,"919"
illinois,missouri,"363"
illinois,montana-us,"1,818"
illinois,nebraska,"887"
illinois,nevada,"2,317"
illinois,new-hampshire,"1,503"
illinois,new-jersey,"1,274"
illinois,new-mexico,"1,602"
illinois,new-york,"1,300"
illinois,north-carolina,"1,057"
illinois,north-dakota,"1,204"
illinois,ohio,"550"
illinois,oklahoma,"921"
illinois,oregon,"2,581"
illinois,pennsylvania,"1,029"
illinois,rhode-island,"1,506"
illinois,south-carolina,"1,049"
illinois,south-dakota,"941"
illinois,tennessee,"619"
illinois,texas,"1,345"
illinois,utah,"1,854"
illinois,vermont,"1,445"
illinois,virginia,"995"
illinois,washington,"2,764"
illinois,west-virginia,"800"
illinois,wisconsin,"354"
illinois,wyoming,"1,507"
indiana,alabama,"885"
indiana,alaska,"4,798"
indiana,arizona,"2,313"
indiana,arkansas,"754"
indiana,california,"2,911"
indiana,colorado,"1,678"
indiana,connecticut,"1,108"
indiana,delaware,"923"
indiana,florida,"1,461"
indiana,georgia,"9,545"
indiana,hawaii,"6,887"
indiana,idaho,"2,389"
indiana,illinois,"280"
indiana,indiana,"0"
indiana,iowa,"612"
indiana,kansas,"1,068"
indiana,kentucky,"314"
indiana,louisiana,"1,157"
indiana,maine,"1,471"
indiana,maryland,"826"
indiana,massachusetts,"1,256"
indiana,michigan,"452"
indiana,minnesota,"996"
indiana,mississippi,"925"
indiana,missouri,"555"
indiana,montana-us,"2,080"
indiana,nebraska,"1,167"
indiana,nevada,"2,596"
indiana,new-hampshire,"1,253"
indiana,new-jersey,"999"
indiana,new-mexico,"1,855"
indiana,new-york,"1,029"
indiana,north-carolina,"800"
indiana,north-dakota,"1,439"
indiana,ohio,"275"
indiana,oklahoma,"1,128"
indiana,oregon,"2,856"
indiana,pennsylvania,"762"
indiana,rhode-island,"1,242"
indiana,south-carolina,"839"
indiana,south-dakota,"1,209"
indiana,tennessee,"529"
indiana,texas,"1,541"
indiana,utah,"2,133"
indiana,vermont,"1,212"
indiana,virginia,"721"
indiana,washington,"3,030"
indiana,west-virginia,"523"
indiana,wisconsin,"448"
indiana,wyoming,"1,784"
iowa,alabama,"1,195"
iowa,alaska,"4,314"
iowa,arizona,"1,799"
iowa,arkansas,"749"
iowa,california,"2,329"
iowa,colorado,"1,101"
iowa,connecticut,"1,661"
iowa,delaware,"1,525"
iowa,florida,"1,896"
iowa,georgia,"9,711"
iowa,hawaii,"6,300"
iowa,idaho,"1,777"
iowa,illinois,"339"
iowa,indiana,"612"
iowa,iowa,"0"
iowa,kansas,"557"
iowa,kentucky,"878"
iowa,louisiana,"1,213"
iowa,maine,"1,940"
iowa,maryland,"1,428"
iowa,massachusetts,"1,791"
iowa,michigan,"667"
iowa,minnesota,"554"
iowa,mississippi,"1,107"
iowa,missouri,"448"
iowa,montana-us,"1,480"
iowa,nebraska,"568"
iowa,nevada,"2,004"
iowa,new-hampshire,"1,769"
iowa,new-jersey,"1,583"
iowa,new-mexico,"1,383"
iowa,new-york,"1,601"
iowa,north-carolina,"1,396"
iowa,north-dakota,"888"
iowa,ohio,"870"
iowa,oklahoma,"838"
iowa,oregon,"2,244"
iowa,pennsylvania,"1,327"
iowa,rhode-island,"1,794"
iowa,south-carolina,"1,376"
iowa,south-dakota,"602"
iowa,tennessee,"905"
iowa,texas,"1,255"
iowa,utah,"1,546"
iowa,vermont,"1,689"
iowa,virginia,"1,332"
iowa,washington,"2,424"
iowa,west-virginia,"1,135"
iowa,wisconsin,"411"
iowa,wyoming,"1,173"
kansas,alabama,"1,283"
kansas,alaska,"4,321"
kansas,arizona,"1,255"
kansas,arkansas,"727"
kansas,california,"1,854"
kansas,colorado,"632"
kansas,connecticut,"2,170"
kansas,delaware,"1,984"
kansas,florida,"2,014"
kansas,georgia,"10,210"
kansas,hawaii,"5,826"
kansas,idaho,"1,465"
kansas,illinois,"798"
kansas,indiana,"1,068"
kansas,iowa,"557"
kansas,kansas,"0"
kansas,kentucky,"1,247"
kansas,louisiana,"1,071"
kansas,maine,"2,484"
kansas,maryland,"1,887"
kansas,massachusetts,"2,311"
kansas,michigan,"1,222"
kansas,minnesota,"912"
kansas,mississippi,"1,104"
kansas,missouri,"592"
kansas,montana-us,"1,303"
kansas,nebraska,"301"
kansas,nevada,"1,553"
kansas,new-hampshire,"2,297"
kansas,new-jersey,"2,067"
kansas,new-mexico,"826"
kansas,new-york,"2,096"
kansas,north-carolina,"1,758"
kansas,north-dakota,"970"
kansas,ohio,"1,343"
kansas,oklahoma,"461"
kansas,oregon,"1,914"
kansas,pennsylvania,"1,827"
kansas,rhode-island,"2,304"
kansas,south-carolina,"1,653"
kansas,south-dakota,"563"
kansas,tennessee,"1,124"
kansas,texas,"792"
kansas,utah,"1,089"
kansas,vermont,"2,229"
kansas,virginia,"1,742"
kansas,washington,"2,169"
kansas,west-virginia,"1,564"
kansas,wisconsin,"968"
kansas,wyoming,"866"
kentucky,alabama,"658"
kentucky,alaska,"5,111"
kentucky,arizona,"2,448"
kentucky,arkansas,"738"
kentucky,california,"3,100"
kentucky,colorado,"1,877"
kentucky,connecticut,"1,045"
kentucky,delaware,"773"
kentucky,florida,"1,157"
kentucky,georgia,"9,671"
kentucky,hawaii,"7,068"
kentucky,idaho,"2,640"
kentucky,illinois,"540"
kentucky,indiana,"314"
kentucky,iowa,"878"
kentucky,kansas,"1,247"
kentucky,kentucky,"0"
kentucky,louisiana,"1,038"
kentucky,maine,"1,482"
kentucky,maryland,"679"
kentucky,massachusetts,"1,208"
kentucky,michigan,"728"
kentucky,minnesota,"1,307"
kentucky,mississippi,"767"
kentucky,missouri,"665"
kentucky,montana-us,"2,358"
kentucky,nebraska,"1,399"
kentucky,nevada,"2,799"
kentucky,new-hampshire,"1,228"
kentucky,new-jersey,"889"
kentucky,new-mexico,"1,973"
kentucky,new-york,"941"
kentucky,north-carolina,"522"
kentucky,north-dakota,"1,738"
kentucky,ohio,"310"
kentucky,oklahoma,"1,191"
kentucky,oregon,"3,106"
kentucky,pennsylvania,"714"
kentucky,rhode-island,"1,172"
kentucky,south-carolina,"525"
kentucky,south-dakota,"1,479"
kentucky,tennessee,"330"
kentucky,texas,"1,567"
kentucky,utah,"2,335"
kentucky,vermont,"1,230"
kentucky,virginia,"497"
kentucky,washington,"3,301"
kentucky,west-virginia,"345"
kentucky,wisconsin,"762"
kentucky,wyoming,"2,030"
louisiana,alabama,"502"
louisiana,alaska,"5,391"
louisiana,arizona,"1,827"
louisiana,arkansas,"468"
louisiana,california,"2,610"
louisiana,colorado,"1,573"
louisiana,connecticut,"2,057"
louisiana,delaware,"1,736"
louisiana,florida,"1,079"
louisiana,georgia,"10,695"
louisiana,hawaii,"6,433"
louisiana,idaho,"2,469"
louisiana,illinois,"1,095"
louisiana,indiana,"1,157"
louisiana,iowa,"1,213"
louisiana,kansas,"1,071"
louisiana,kentucky,"1,038"
louisiana,louisiana,"0"
louisiana,maine,"2,516"
louisiana,maryland,"1,656"
louisiana,massachusetts,"2,224"
louisiana,michigan,"1,581"
louisiana,minnesota,"1,764"
louisiana,mississippi,"287"
louisiana,missouri,"774"
louisiana,montana-us,"2,367"
louisiana,nebraska,"1,366"
louisiana,nevada,"2,389"
louisiana,new-hampshire,"2,253"
louisiana,new-jersey,"1,879"
louisiana,new-mexico,"1,360"
louisiana,new-york,"1,942"
louisiana,north-carolina,"1,314"
louisiana,north-dakota,"1,995"
louisiana,ohio,"1,328"
louisiana,oklahoma,"655"
louisiana,oregon,"2,883"
louisiana,pennsylvania,"1,743"
louisiana,rhode-island,"2,175"
louisiana,south-carolina,"1,063"
louisiana,south-dakota,"1,601"
louisiana,tennessee,"710"
louisiana,texas,"762"
louisiana,utah,"1,968"
louisiana,vermont,"2,267"
louisiana,virginia,"1,417"
louisiana,washington,"3,185"
louisiana,west-virginia,"1,348"
louisiana,wisconsin,"1,448"
louisiana,wyoming,"1,907"
maine,alabama,"2,080"
maine,alaska,"5,150"
maine,arizona,"3,737"
maine,arkansas,"2,197"
maine,california,"4,237"
maine,colorado,"3,031"
maine,connecticut,"501"
maine,delaware,"865"
maine,florida,"2,226"
maine,georgia,"8,245"
maine,hawaii,"8,170"
maine,idaho,"3,547"
maine,illinois,"1,702"
maine,indiana,"1,471"
maine,iowa,"1,940"
maine,kansas,"2,484"
maine,kentucky,"1,482"
maine,louisiana,"2,516"
maine,maine,"0"
maine,maryland,"910"
maine,massachusetts,"353"
maine,michigan,"1,281"
maine,minnesota,"1,954"
maine,mississippi,"2,237"
maine,missouri,"2,025"
maine,montana-us,"3,135"
maine,nebraska,"2,488"
maine,nevada,"3,899"
maine,new-hampshire,"285"
maine,new-jersey,"706"
maine,new-mexico,"3,302"
maine,new-york,"627"
maine,north-carolina,"1,328"
maine,north-dakota,"2,423"
maine,ohio,"1,223"
maine,oklahoma,"2,599"
maine,oregon,"3,997"
maine,pennsylvania,"773"
maine,rhode-island,"440"
maine,south-carolina,"1,616"
maine,south-dakota,"2,407"
maine,tennessee,"1,806"
maine,texas,"3,009"
maine,utah,"3,458"
maine,vermont,"259"
maine,virginia,"1,160"
maine,washington,"4,053"
maine,west-virginia,"1,173"
maine,wisconsin,"1,543"
maine,wyoming,"3,009"
maryland,alabama,"1,190"
maryland,alaska,"5,370"
maryland,arizona,"3,115"
maryland,arkansas,"1,414"
maryland,california,"3,735"
maryland,colorado,"2,503"
maryland,connecticut,"414"
maryland,delaware,"98"
maryland,florida,"1,341"
maryland,georgia,"9,155"
maryland,hawaii,"7,711"
maryland,idaho,"3,198"
maryland,illinois,"1,105"
maryland,indiana,"826"
maryland,iowa,"1,428"
maryland,kansas,"1,887"
maryland,kentucky,"679"
maryland,louisiana,"1,656"
maryland,maine,"910"
maryland,maryland,"0"
maryland,massachusetts,"580"
maryland,michigan,"947"
maryland,minnesota,"1,697"
maryland,mississippi,"1,371"
maryland,missouri,"1,329"
maryland,montana-us,"2,860"
maryland,nebraska,"1,991"
maryland,nevada,"3,422"
maryland,new-hampshire,"627"
maryland,new-jersey,"223"
maryland,new-mexico,"2,645"
maryland,new-york,"292"
maryland,north-carolina,"421"
maryland,north-dakota,"2,179"
maryland,ohio,"558"
